,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,VSA,Sch1,Sch2,Sch3,Sch4,SchNA
1011,45-54,0,University degree,USA,White,29.0,40.0,46.0,43.0,45.0,-2.55524,-0.52593,1,0,1,1,1,CL3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1012,18-24,1,"Some college or university, no certificate or degree",USA,White,30.0,49.0,57.0,51.0,36.0,0.19268,1.92173,1,0,0,1,1,CL6,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1
1013,25-34,0,"Some college or university, no certificate or degree",USA,White,53.0,31.0,49.0,38.0,31.0,0.19268,-1.18084,1,1,0,1,1,CL4,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1014,18-24,0,"Some college or university, no certificate or degree",USA,White,42.0,42.0,47.0,44.0,41.0,0.19268,0.7654,1,1,0,1,1,CL5,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
1015,25-34,0,"Some college or university, no certificate or degree",USA,White,28.0,53.0,52.0,46.0,37.0,1.86203,1.92173,1,1,0,1,1,CL3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1016,45-54,0,University degree,USA,White,25.0,44.0,59.0,48.0,50.0,-1.37983,0.07987,1,1,1,1,1,CL4,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
1017,18-24,0,Professional certificate/ diploma,Other,White,18.0,55.0,57.0,44.0,52.0,0.19268,0.7654,1,0,0,0,1,CL6,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
1018,25-34,0,"Some college or university, no certificate or degree",USA,White,39.0,20.0,40.0,32.0,22.0,0.88113,0.07987,1,1,0,1,1,CL6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1019,18-24,1,Left school at 18 years,UK,White,32.0,31.0,39.0,46.0,49.0,-0.71126,-2.07848,1,0,0,0,1,CL3,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
1020,25-34,0,Left school at 18 years,Other,White,38.0,50.0,48.0,33.0,42.0,-0.21712,0.7654,0,1,1,1,1,CL6,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1021,35-44,1,"Some college or university, no certificate or degree",USA,White,45.0,30.0,36.0,40.0,36.0,0.19268,-2.07848,1,1,0,0,1,CL5,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1
1022,18-24,0,University degree,USA,White,37.0,33.0,53.0,30.0,47.0,-0.21712,-0.52593,1,1,0,1,1,CL6,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1
1023,18-24,1,"Some college or university, no certificate or degree",UK,White,55.0,19.0,38.0,40.0,23.0,-0.71126,-0.84637,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1024,18-24,0,Left school at 18 years,-0.09765,White,49.0,39.0,56.0,37.0,39.0,-0.21712,0.07987,1,0,0,0,1,CL5,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1
1025,18-24,0,"Some college or university, no certificate or degree",USA,White,29.0,38.0,53.0,36.0,23.0,1.29221,0.7654,1,1,0,0,1,CL5,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
1026,18-24,1,Left school at 18 years,USA,Other,39.0,32.0,49.0,47.0,37.0,0.88113,0.07987,1,1,0,1,1,CL3,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1
1027,18-24,1,University degree,USA,White,25.0,33.0,41.0,41.0,39.0,-0.21712,-0.52593,1,0,0,0,1,CL4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1028,45-54,0,Doctorate degree,USA,White,37.0,42.0,49.0,37.0,42.0,0.19268,0.40148,1,0,1,1,1,CL2,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1
1029,35-44,1,University degree,USA,-0.50212,42.0,42.0,43.0,43.0,46.0,1.29221,1.2247,1,1,1,1,1,CL3,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
1030,18-24,1,Masters degree,USA,White,32.0,45.0,50.0,47.0,50.0,-0.21712,1.92173,1,1,0,0,1,CL6,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1
1031,18-24,1,University degree,UK,White,41.0,33.0,40.0,36.0,39.0,-0.21712,0.40148,1,1,1,1,1,CL2,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1
1032,18-24,0,"Some college or university, no certificate or degree",-0.09765,White,29.0,42.0,50.0,50.0,42.0,0.19268,0.7654,1,1,0,0,1,CL6,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1033,25-34,0,"Some college or university, no certificate or degree",UK,White,38.0,30.0,45.0,36.0,31.0,1.29221,0.40148,1,1,1,1,1,CL2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
1034,18-24,0,"Some college or university, no certificate or degree",USA,White,38.0,35.0,47.0,39.0,40.0,0.19268,0.40148,1,1,0,0,1,CL6,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1
1035,18-24,1,"Some college or university, no certificate or degree",UK,White,48.0,36.0,49.0,39.0,34.0,0.52975,1.92173,1,1,0,1,1,CL6,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1
1036,18-24,0,Professional certificate/ diploma,UK,White,41.0,43.0,57.0,43.0,38.0,0.52975,0.7654,1,1,1,0,1,CL3,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1
1037,18-24,1,"Some college or university, no certificate or degree",USA,White,41.0,45.0,52.0,42.0,40.0,1.29221,1.2247,1,0,1,1,1,CL6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1038,25-34,0,"Some college or university, no certificate or degree",USA,White,19.0,43.0,50.0,47.0,47.0,-1.37983,-0.84637,1,1,0,1,1,CL4,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
1039,35-44,1,Masters degree,USA,White,48.0,29.0,46.0,58.0,36.0,-0.21712,-2.07848,1,0,0,0,1,CL6,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1040,18-24,1,"Some college or university, no certificate or degree",USA,White,38.0,34.0,51.0,56.0,49.0,0.52975,1.2247,1,0,0,1,1,CL3,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
1041,18-24,0,"Some college or university, no certificate or degree",USA,White,43.0,39.0,50.0,38.0,45.0,-0.71126,0.07987,1,1,0,1,1,CL6,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1
1042,35-44,1,Masters degree,UK,White,42.0,39.0,32.0,42.0,34.0,0.88113,0.40148,1,1,0,1,1,CL1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1
1043,35-44,0,University degree,UK,White,38.0,24.0,-2.09015,34.0,31.0,1.86203,0.7654,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1044,25-34,0,"Some college or university, no certificate or degree",Other,White,46.0,36.0,47.0,49.0,38.0,0.88113,-0.21575,1,1,1,1,1,CL5,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1
1045,25-34,1,Masters degree,UK,White,45.0,37.0,36.0,48.0,37.0,-1.37983,-0.52593,1,0,0,0,1,CL3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1046,18-24,0,"Some college or university, no certificate or degree",UK,White,43.0,48.0,55.0,49.0,35.0,1.29221,1.2247,1,1,0,0,1,CL5,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1
1047,25-34,1,Masters degree,USA,White,49.0,48.0,57.0,26.0,32.0,1.29221,1.2247,1,0,0,1,1,CL3,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1048,18-24,0,"Some college or university, no certificate or degree",USA,White,48.0,31.0,49.0,43.0,44.0,-1.37983,-1.54858,1,1,0,1,1,CL3,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
1049,18-24,0,Masters degree,UK,White,23.0,55.0,49.0,38.0,46.0,0.88113,1.92173,1,0,0,1,1,CL6,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
1050,18-24,0,Professional certificate/ diploma,UK,White,25.0,44.0,46.0,45.0,38.0,-0.21712,-0.52593,1,0,0,0,1,CL5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1051,18-24,1,"Some college or university, no certificate or degree",USA,White,46.0,43.0,55.0,53.0,37.0,0.88113,0.7654,1,1,0,1,1,CL5,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1052,25-34,0,Doctorate degree,Other,White,22.0,39.0,51.0,30.0,44.0,0.19268,1.2247,1,1,1,1,1,CL5,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1
1053,18-24,0,"Some college or university, no certificate or degree",USA,White,29.0,37.0,39.0,41.0,40.0,-0.21712,-0.21575,1,0,0,1,1,CL6,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1
1054,18-24,0,Left school at 18 years,Canada,White,48.0,36.0,35.0,30.0,26.0,1.29221,1.92173,1,1,0,1,1,CL5,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
1055,18-24,1,"Some college or university, no certificate or degree",USA,White,40.0,36.0,49.0,41.0,39.0,-0.21712,-0.21575,1,0,0,1,1,CL6,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1
1056,25-34,0,Left school at 16 years,UK,White,28.0,48.0,56.0,39.0,46.0,0.19268,0.40148,1,1,1,1,1,CL4,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1057,25-34,1,"Some college or university, no certificate or degree",USA,White,38.0,39.0,51.0,47.0,51.0,-1.37983,-1.18084,1,1,1,1,1,CL5,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1
1058,35-44,1,Left school at 18 years,USA,White,39.0,31.0,38.0,31.0,31.0,0.19268,0.40148,1,1,0,1,1,CL4,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1
1059,18-24,0,University degree,USA,White,43.0,32.0,37.0,40.0,39.0,0.52975,0.40148,1,1,0,1,1,CL6,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1
1060,18-24,0,"Some college or university, no certificate or degree",USA,White,30.0,39.0,51.0,49.0,40.0,-0.71126,0.40148,1,0,0,0,1,CL5,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1
1061,45-54,1,Masters degree,Other,White,30.0,40.0,56.0,47.0,48.0,-1.37983,-0.52593,1,1,1,0,1,CL1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1
1062,18-24,1,Left school at 18 years,USA,Other,33.0,44.0,36.0,44.0,47.0,1.29221,0.07987,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1063,18-24,1,University degree,USA,Mixed-Black/Asian,48.0,52.0,56.0,42.0,38.0,1.29221,1.2247,1,0,0,1,1,CL4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
1064,25-34,0,"Some college or university, no certificate or degree",USA,White,21.0,39.0,52.0,33.0,45.0,-0.21712,0.07987,1,1,0,1,1,CL6,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1
1065,25-34,0,Masters degree,Other,Other,29.0,44.0,56.0,47.0,46.0,-0.21712,1.2247,1,1,1,1,1,CL6,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1
1066,18-24,0,"Some college or university, no certificate or degree",USA,White,13.0,43.0,54.0,50.0,33.0,0.88113,0.7654,1,0,0,0,1,CL6,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
1067,35-44,1,Left school at 17 years,Canada,White,48.0,35.0,50.0,45.0,52.0,-1.37983,-1.54858,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1068,35-44,0,University degree,Canada,White,30.0,35.0,29.0,41.0,40.0,-2.55524,-1.18084,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1069,18-24,0,Left school at 18 years,UK,White,21.0,46.0,46.0,43.0,35.0,0.88113,0.07987,1,0,0,0,1,CL6,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1070,25-34,1,Doctorate degree,UK,White,27.0,40.0,53.0,55.0,54.0,-1.37983,-0.21575,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1071,25-34,1,Masters degree,Other,Mixed-White/Black,35.0,30.0,43.0,42.0,50.0,-0.21712,-1.18084,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1072,18-24,0,Masters degree,UK,White,40.0,40.0,48.0,39.0,43.0,0.88113,0.07987,1,0,0,0,1,CL2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1073,18-24,0,"Some college or university, no certificate or degree",Republic of Ireland,White,31.0,37.0,53.0,44.0,31.0,-0.21712,0.7654,1,0,1,0,1,CL3,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1
1074,18-24,1,Masters degree,UK,White,51.0,29.0,45.0,45.0,39.0,-0.71126,-1.54858,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1075,35-44,1,Doctorate degree,UK,White,29.0,42.0,46.0,41.0,51.0,-1.37983,-1.54858,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1076,35-44,0,Left school at 18 years,UK,White,39.0,35.0,43.0,40.0,41.0,0.19268,0.7654,1,0,1,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1077,18-24,0,Left school at 17 years,UK,White,27.0,36.0,51.0,51.0,40.0,-0.71126,-0.21575,1,0,0,0,1,CL6,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1078,35-44,1,Professional certificate/ diploma,Canada,White,40.0,40.0,39.0,44.0,41.0,-1.37983,-1.18084,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1079,25-34,1,University degree,USA,White,53.0,26.0,57.0,37.0,44.0,0.19268,1.92173,1,1,1,1,1,CL3,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1
1080,45-54,0,Professional certificate/ diploma,UK,White,22.0,46.0,44.0,40.0,44.0,-0.21712,-1.54858,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1081,35-44,1,Professional certificate/ diploma,UK,White,41.0,30.0,36.0,44.0,33.0,-1.37983,-1.18084,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1082,25-34,1,Masters degree,UK,Other,39.0,51.0,45.0,45.0,46.0,0.52975,0.7654,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1083,18-24,1,Masters degree,UK,White,25.0,50.0,48.0,50.0,50.0,-0.21712,-0.21575,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1084,18-24,0,Masters degree,UK,White,33.0,43.0,44.0,45.0,38.0,-0.21712,-0.21575,1,0,0,0,1,CL2,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
1085,18-24,1,Masters degree,UK,White,42.0,47.0,40.0,40.0,32.0,-0.71126,-0.84637,1,0,0,0,1,CL0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1086,18-24,1,University degree,UK,White,35.0,39.0,49.0,45.0,45.0,-1.37983,-0.21575,1,1,1,0,1,CL2,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1
1087,18-24,1,Masters degree,UK,White,33.0,43.0,52.0,42.0,53.0,0.52975,0.40148,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1088,35-44,0,Professional certificate/ diploma,Canada,White,34.0,39.0,50.0,46.0,46.0,-0.71126,0.40148,1,1,0,1,1,CL3,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1
1089,18-24,1,Masters degree,Other,White,35.0,46.0,58.0,41.0,44.0,-1.37983,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1090,18-24,1,Masters degree,UK,White,41.0,43.0,46.0,41.0,44.0,0.19268,-0.52593,1,0,1,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1091,25-34,1,Masters degree,USA,White,31.0,39.0,48.0,47.0,48.0,0.19268,-0.84637,1,1,0,1,1,CL0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
1092,25-34,1,University degree,UK,White,26.0,49.0,47.0,50.0,40.0,-1.37983,0.7654,1,1,1,0,1,CL5,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
1093,18-24,1,Masters degree,UK,White,42.0,49.0,45.0,57.0,38.0,1.29221,0.40148,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1094,45-54,1,Left school at 16 years,UK,White,31.0,44.0,38.0,50.0,43.0,0.19268,-0.52593,1,1,0,1,1,CL3,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1
1095,18-24,0,University degree,-0.09765,White,21.0,34.0,42.0,35.0,32.0,0.19268,0.7654,1,1,1,0,1,CL3,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1
1096,25-34,1,University degree,-0.09765,White,23.0,51.0,40.0,39.0,46.0,0.88113,0.40148,1,1,0,1,1,CL4,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1
1097,35-44,0,Masters degree,UK,-0.50212,31.0,46.0,47.0,43.0,48.0,0.88113,-0.21575,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1098,25-34,0,Masters degree,UK,White,47.0,32.0,40.0,43.0,43.0,-0.21712,-2.07848,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1099,18-24,0,Left school at 18 years,UK,White,30.0,35.0,56.0,54.0,33.0,-0.21712,-0.52593,1,1,1,1,1,CL5,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1
1100,25-34,0,"Some college or university, no certificate or degree",USA,White,27.0,40.0,51.0,44.0,37.0,0.88113,0.07987,1,1,0,1,1,CL6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1101,18-24,1,"Some college or university, no certificate or degree",USA,White,36.0,37.0,46.0,37.0,37.0,-1.37983,-0.21575,1,0,0,0,1,CL5,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1102,18-24,1,Masters degree,UK,White,24.0,48.0,48.0,46.0,46.0,-0.21712,0.40148,1,1,1,0,1,CL5,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
1103,18-24,0,"Some college or university, no certificate or degree",Other,White,30.0,43.0,45.0,45.0,28.0,0.19268,0.7654,1,1,0,0,1,CL5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1104,18-24,1,University degree,USA,White,39.0,39.0,42.0,41.0,50.0,-0.71126,-0.52593,1,0,0,1,1,CL6,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
1105,18-24,1,Masters degree,Other,White,28.0,39.0,45.0,40.0,39.0,-0.21712,1.2247,1,0,1,0,1,CL6,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1
1106,18-24,1,Left school at 18 years,USA,White,26.0,42.0,57.0,37.0,28.0,0.19268,0.7654,1,0,0,0,1,CL4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1107,25-34,0,"Some college or university, no certificate or degree",Other,White,25.0,32.0,51.0,35.0,26.0,-1.37983,0.07987,1,1,1,1,1,CL5,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
1108,25-34,1,Doctorate degree,UK,White,34.0,38.0,43.0,56.0,52.0,-1.37983,0.07987,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1109,25-34,1,"Some college or university, no certificate or degree",Other,White,54.0,38.0,49.0,35.0,34.0,0.19268,0.7654,1,1,1,1,1,CL6,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1110,18-24,0,University degree,UK,White,47.0,47.0,53.0,42.0,38.0,1.86203,1.92173,1,1,1,1,1,CL4,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
1111,18-24,0,"Some college or university, no certificate or degree",UK,White,27.0,51.0,55.0,51.0,40.0,0.19268,0.40148,1,1,1,1,1,CL5,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1
1112,45-54,0,"Some college or university, no certificate or degree",USA,White,57.0,29.0,33.0,44.0,29.0,0.88113,-0.52593,1,1,1,1,1,CL1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1113,18-24,1,"Some college or university, no certificate or degree",USA,White,38.0,39.0,44.0,56.0,51.0,-1.37983,-1.18084,1,0,0,1,1,CL3,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1
1114,45-54,0,Doctorate degree,USA,White,40.0,37.0,50.0,45.0,32.0,1.29221,0.07987,1,1,0,1,1,CL3,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1
1115,18-24,0,Left school at 18 years,USA,White,27.0,31.0,41.0,36.0,46.0,-0.71126,-0.52593,1,0,1,1,1,CL6,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1116,18-24,0,"Some college or university, no certificate or degree",USA,White,12.0,43.0,46.0,51.0,54.0,-0.21712,0.7654,1,0,0,0,1,CL6,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1
1117,45-54,0,Left school at 16 years,UK,White,41.0,36.0,49.0,26.0,40.0,0.88113,-0.21575,1,1,1,1,1,CL6,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1
1118,18-24,0,"Some college or university, no certificate or degree",USA,Other,45.0,40.0,54.0,42.0,31.0,1.29221,0.40148,1,0,0,1,1,CL6,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1
1119,18-24,0,"Some college or university, no certificate or degree",USA,White,51.0,31.0,45.0,37.0,37.0,-0.71126,-0.21575,1,1,0,1,1,CL6,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1
1120,25-34,1,University degree,USA,White,21.0,55.0,60.0,50.0,40.0,0.52975,1.92173,1,1,0,1,1,CL6,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1
1121,18-24,0,"Some college or university, no certificate or degree",USA,White,46.0,37.0,46.0,31.0,34.0,0.88113,0.7654,1,1,0,1,1,CL6,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1
1122,25-34,0,University degree,UK,White,26.0,48.0,49.0,46.0,47.0,0.19268,-0.21575,1,1,1,0,1,CL2,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1
1123,25-34,0,"Some college or university, no certificate or degree",USA,White,32.0,21.0,37.0,38.0,40.0,0.19268,0.7654,1,1,0,1,1,CL2,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1
1124,18-24,0,Left school at 16 years,Canada,White,35.0,26.0,56.0,43.0,39.0,-0.71126,-0.52593,1,1,0,1,1,CL3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
1125,25-34,0,Professional certificate/ diploma,UK,White,43.0,33.0,38.0,43.0,32.0,0.52975,-0.52593,1,1,1,1,1,CL3,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1
1126,25-34,0,Left school at 18 years,UK,White,26.0,40.0,29.0,46.0,42.0,1.29221,0.07987,1,1,1,1,1,CL6,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1127,25-34,0,Professional certificate/ diploma,USA,White,49.0,30.0,43.0,42.0,24.0,-0.21712,-0.21575,1,1,1,1,1,CL5,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1
1128,55-64,0,Left school at 17 years,USA,White,41.0,37.0,42.0,32.0,46.0,-0.21712,0.07987,1,1,0,1,1,CL3,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1
1129,18-24,0,"Some college or university, no certificate or degree",USA,White,49.0,33.0,51.0,45.0,36.0,0.52975,1.2247,1,1,0,1,1,CL6,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
1130,18-24,0,"Some college or university, no certificate or degree",USA,White,46.0,25.0,41.0,50.0,32.0,0.88113,0.40148,1,1,0,1,1,CL6,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
1131,18-24,0,"Some college or university, no certificate or degree",Other,White,22.0,31.0,52.0,53.0,28.0,-0.21712,0.40148,1,0,0,0,1,CL5,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1
1132,18-24,0,"Some college or university, no certificate or degree",Other,White,40.0,41.0,45.0,43.0,27.0,1.29221,0.7654,1,1,1,1,1,CL5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1133,25-34,1,Professional certificate/ diploma,USA,White,56.0,45.0,51.0,29.0,28.0,1.86203,1.92173,1,0,0,1,1,CL3,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1
1134,25-34,0,Masters degree,New Zealand,White,42.0,35.0,47.0,35.0,40.0,-0.21712,-0.21575,1,1,1,1,1,CL6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1135,35-44,0,Professional certificate/ diploma,-0.09765,White,24.0,41.0,56.0,50.0,44.0,1.29221,0.7654,1,1,0,1,1,CL5,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1
1136,18-24,0,Masters degree,USA,White,40.0,48.0,38.0,37.0,38.0,1.86203,0.40148,1,1,0,1,1,CL3,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1
1137,18-24,0,Left school at 18 years,USA,White,49.0,44.0,44.0,34.0,29.0,1.29221,1.2247,1,1,0,1,1,CL6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1138,25-34,1,Doctorate degree,UK,White,35.0,42.0,40.0,43.0,45.0,-1.37983,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1139,25-34,1,University degree,Other,White,39.0,26.0,46.0,47.0,32.0,-0.21712,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1140,25-34,0,"Some college or university, no certificate or degree",USA,White,41.0,31.0,49.0,16.0,38.0,1.86203,1.2247,1,1,0,1,1,CL6,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1141,18-24,1,"Some college or university, no certificate or degree",USA,White,27.0,43.0,47.0,52.0,40.0,-0.21712,1.2247,1,1,0,1,1,CL5,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1
1142,25-34,1,University degree,-0.09765,White,51.0,28.0,51.0,36.0,30.0,0.52975,1.2247,1,1,0,1,1,CL6,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1
1143,35-44,0,Professional certificate/ diploma,USA,White,40.0,31.0,47.0,42.0,46.0,0.52975,0.07987,1,1,0,1,1,CL4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
